artists_id,acousticness,danceability,disc_number,duration_ms,energy,href,id,instrumentalness,key,liveness,loudness,mode,name,playlist,popularity,preview_url,speechiness,tempo,time_signature,track_href,uri,valence,release_date,artists_name,genres,release_year
3cdvlbCYf4WoBdy89RWkNS,0.00291,0.472,1.0,173987.0,0.526,https://api.spotify.com/v1/tracks/41TqRBgF4Ahyr4vGmZVk8b,41TqRBgF4Ahyr4vGmZVk8b,0.000173,0.0,0.181,-9.505,1.0,In-A-Gadda-Da-Vida - Single Version,Psychedelic Rock,55.0,https://p.scdn.co/mp3-preview/1ffe0cedf402078a5d9c5595188e5e32d15f2970?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0309,119.44,4.0,https://api.spotify.com/v1/tracks/41TqRBgF4Ahyr4vGmZVk8b,41TqRBgF4Ahyr4vGmZVk8b,0.771,1993,Iron Butterfly,"['art rock', 'blues-rock', 'classic rock', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'symphonic rock']",1993.0
0GByy3DcfbQwDvXGCWmzv9,0.816,0.559,1.0,176787.0,0.365,https://api.spotify.com/v1/tracks/4cBSJKXHyxXUD360KscFou,4cBSJKXHyxXUD360KscFou,0.000494,6.0,0.123,-8.519,0.0,I Go to Sleep - 2006 Remaster,Chilled 80s,48.0,https://p.scdn.co/mp3-preview/1f14851b7c8a9cd3173c11a0939eb06ae6e4b369?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0275,153.485,3.0,https://api.spotify.com/v1/tracks/4cBSJKXHyxXUD360KscFou,4cBSJKXHyxXUD360KscFou,0.213,1981-08-07,Pretenders,"['album rock', 'art rock', 'classic rock', 'dance rock', 'folk', 'folk rock', 'folk-pop', 'lilith', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'rock', 'roots rock', 'soft rock']",1981.0
44NX2ffIYHr6D4n7RaZF7A,0.34,0.491,1.0,298827.0,0.196,https://api.spotify.com/v1/tracks/3oy4xC2pSV0ieFvd7RAYAH,3oy4xC2pSV0ieFvd7RAYAH,0.195,7.0,0.083,-15.548,1.0,Contacting My Angel,Chilled 80s,34.0,https://p.scdn.co/mp3-preview/61079a425792b4a09dda9eaf05e56aa54b6c2f19?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0307,144.785,4.0,https://api.spotify.com/v1/tracks/3oy4xC2pSV0ieFvd7RAYAH,3oy4xC2pSV0ieFvd7RAYAH,0.206,1989-06-06,Van Morrison,"['classic rock', 'folk', 'folk rock', 'folk-pop', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",1989.0
16eRpMNXSQ15wuJoeqguaB,0.0404,0.49,1.0,256720.0,0.985,https://api.spotify.com/v1/tracks/0ScgmigVOJr2mFsAtwFQmz,0ScgmigVOJr2mFsAtwFQmz,1.77e-05,9.0,0.304,-2.386,1.0,Fight Test,Fun Run 150–165 BPM,56.0,https://p.scdn.co/mp3-preview/6c881d45b8adf7b30062a1c17f8d41f2838c88bc?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0639,82.043,4.0,https://api.spotify.com/v1/tracks/0ScgmigVOJr2mFsAtwFQmz,0ScgmigVOJr2mFsAtwFQmz,0.886,2002-05-13,The Flaming Lips,"['alternative rock', 'art rock', 'experimental rock', 'folk rock', 'folk-pop', 'freak folk', 'garage rock', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'noise pop', 'ok indie', 'psychedelic rock', 'rock']",2002.0
39T6qqI0jDtSWWioX8eGJz,0.0925,0.575,1.0,206573.0,0.708,https://api.spotify.com/v1/tracks/27YtiJUAxOWlc4BossxNea,27YtiJUAxOWlc4BossxNea,0.00791,7.0,0.207,-15.104,0.0,Long Train Runnin' - 2006 Remaster,Jukebox Party,49.0,https://p.scdn.co/mp3-preview/668345e931a55d63780f8c030ada8889c242c833?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0377,117.347,4.0,https://api.spotify.com/v1/tracks/27YtiJUAxOWlc4BossxNea,27YtiJUAxOWlc4BossxNea,0.884,1976-10-29,The Doobie Brothers,"['album rock', 'art rock', 'blues-rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'southern rock']",1976.0
5m8H6zSadhu1j9Yi04VLqD,0.303,0.809,1.0,141347.0,0.516,https://api.spotify.com/v1/tracks/1mpkkT23fchUeQcFDFD8g3,1mpkkT23fchUeQcFDFD8g3,0.0264,2.0,0.0554,-10.568,1.0,Everyday People - Single Version,Funk & Soul Classics,18.0,https://p.scdn.co/mp3-preview/9aecd68c3d3c9c7794fe2d408ffebf107abf5e7d?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0295,114.524,4.0,https://api.spotify.com/v1/tracks/1mpkkT23fchUeQcFDFD8g3,1mpkkT23fchUeQcFDFD8g3,0.786,1969,Sly & The Family Stone,"['brill building pop', 'classic rock', 'classic soul', 'disco', 'folk rock', 'funk', 'motown', 'psychedelic rock', 'rock', 'soul', 'southern soul']",1969.0
4FtSnMlCVxCswABUmdhwpm,0.632,0.631,1.0,219160.0,0.363,https://api.spotify.com/v1/tracks/58Ga5VQlZMnCUV6ZRqf76k,58Ga5VQlZMnCUV6ZRqf76k,4.64e-05,5.0,0.084,-14.331,1.0,Coming Around Again,Soft 80s,52.0,https://p.scdn.co/mp3-preview/76390493bd3eb2764298a318050957ca297a7ea9?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0336,138.367,4.0,https://api.spotify.com/v1/tracks/58Ga5VQlZMnCUV6ZRqf76k,58Ga5VQlZMnCUV6ZRqf76k,0.266,1987-04-13,Carly Simon,"['adult standards', 'brill building pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",1987.0
2H5elA2mJKrHmqkN9GSfkz,0.94,0.686,1.0,288000.0,0.143,https://api.spotify.com/v1/tracks/0H8ukN2MIW2iNvqJP1kb4O,0H8ukN2MIW2iNvqJP1kb4O,7.65e-05,0.0,0.0792,-14.701,1.0,Everything Is Free,Front Porch,48.0,https://p.scdn.co/mp3-preview/9f9630340d667b47af174fb447a283a3de4de9f0?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.042,101.651,4.0,https://api.spotify.com/v1/tracks/0H8ukN2MIW2iNvqJP1kb4O,0H8ukN2MIW2iNvqJP1kb4O,0.351,2001-07-31,Gillian Welch,"['alternative country', 'country rock', 'folk', 'folk rock', 'folk-pop', 'indie folk', 'lilith', 'melancholia', 'new americana', 'progressive bluegrass', 'roots rock', 'singer-songwriter', 'stomp and holler', 'traditional folk']",2001.0
39T6qqI0jDtSWWioX8eGJz,0.212,0.661,1.0,206520.0,0.743,https://api.spotify.com/v1/tracks/4feNlb6HlpBrW36SsXoUfh,4feNlb6HlpBrW36SsXoUfh,2.04e-06,4.0,0.0981,-7.76,1.0,Listen to the Music - Single Version; 2006 Remaster,70s Road Trip,61.0,https://p.scdn.co/mp3-preview/2296a3b2a2f2e8fbb9097845851136b815f38781?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0334,106.045,4.0,https://api.spotify.com/v1/tracks/4feNlb6HlpBrW36SsXoUfh,4feNlb6HlpBrW36SsXoUfh,0.897,2007-02-06,The Doobie Brothers,"['album rock', 'art rock', 'blues-rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'southern rock']",2007.0
2kuNswDC82PL9xRbfaZJaS,0.363,0.676,1.0,176600.0,0.681,https://api.spotify.com/v1/tracks/1lHiKWnlJtjzA4vHnjAr39,1lHiKWnlJtjzA4vHnjAr39,0.191,5.0,0.0967,-9.223,1.0,Windy - Remastered Version,Las típicas canciones que...,42.0,https://p.scdn.co/mp3-preview/35383454442943203c87365bed58811aa69f0434?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0292,132.953,4.0,https://api.spotify.com/v1/tracks/1lHiKWnlJtjzA4vHnjAr39,1lHiKWnlJtjzA4vHnjAr39,0.901,1967,The Association,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'soft rock', 'sunshine pop']",1967.0
0GByy3DcfbQwDvXGCWmzv9,0.368,0.751,1.0,185960.0,0.703,https://api.spotify.com/v1/tracks/1QaJWSCk3UMKLotnPCIHh1,1QaJWSCk3UMKLotnPCIHh1,0.00123,9.0,0.196,-5.687,1.0,Brass in Pocket - 2006 Remaster,Strangers with Lea Thau,60.0,https://p.scdn.co/mp3-preview/eedafab6270e0ccba501b7560198f9e2d0f53148?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0287,97.931,4.0,https://api.spotify.com/v1/tracks/1QaJWSCk3UMKLotnPCIHh1,1QaJWSCk3UMKLotnPCIHh1,0.907,1980-01-11,Pretenders,"['album rock', 'art rock', 'classic rock', 'dance rock', 'folk', 'folk rock', 'folk-pop', 'lilith', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'rock', 'roots rock', 'soft rock']",1980.0
74ASZWbe4lXaubB36ztrGX,0.138,0.589,1.0,181760.0,0.789,https://api.spotify.com/v1/tracks/7JGfNWelhCfiykNk5QGleG,7JGfNWelhCfiykNk5QGleG,0.0,1.0,0.203,-7.881,1.0,Things We Said Today,Bob Dylan: Covered,29.0,https://p.scdn.co/mp3-preview/2d7d6fe3250d9c459e4bcf62d79cb1e53a7726d7?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0274,139.656,4.0,https://api.spotify.com/v1/tracks/7JGfNWelhCfiykNk5QGleG,7JGfNWelhCfiykNk5QGleG,0.789,2014,Bob Dylan,"['album rock', 'classic rock', 'folk', 'folk rock', 'folk-pop', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter']",2014.0
0ECwFtbIWEVNwjlrfc6xoL,0.717,0.559,1.0,274891.0,0.393,https://api.spotify.com/v1/tracks/5MLLuLqPdUlx8bfKtdkLwO,5MLLuLqPdUlx8bfKtdkLwO,0.0,0.0,0.0532,-11.095,1.0,The Best of My Love - Eagles 2013 Remaster,Crazy In Love,55.0,https://p.scdn.co/mp3-preview/64d00527c2de2f10eabe863fc9e9cef1fc448f38?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0237,90.105,4.0,https://api.spotify.com/v1/tracks/5MLLuLqPdUlx8bfKtdkLwO,5MLLuLqPdUlx8bfKtdkLwO,0.669,1974,Eagles,"['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",1974.0
1UUYAQ9LiRsZF0ZukQNWXM,0.548,0.481,1.0,164600.0,0.673,https://api.spotify.com/v1/tracks/0bzNvVatHKKtAudmRvar8J,0bzNvVatHKKtAudmRvar8J,0.0,9.0,0.135,-5.41,0.0,Wedding Bell Blues - Remastered 2000,With Special Guest Lauren Lapkus,47.0,https://p.scdn.co/mp3-preview/8ba32417a004fba0df9ec9d855d8d7bf0db9dbe8?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0321,118.051,4.0,https://api.spotify.com/v1/tracks/0bzNvVatHKKtAudmRvar8J,0bzNvVatHKKtAudmRvar8J,0.615,2000-03-23,The 5th Dimension,"['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'folk', 'folk rock', 'mellow gold', 'motown', 'soft rock', 'sunshine pop']",2000.0
0N5PyKJzS3M1XNlaCL7bbE,0.146,0.561,1.0,247733.0,0.385,https://api.spotify.com/v1/tracks/1MMp1H2Kib2BCDtdL5nL63,1MMp1H2Kib2BCDtdL5nL63,0.000496,6.0,0.171,-15.33,1.0,Hey Jude,Crate Diggers Anonymous,57.0,https://p.scdn.co/mp3-preview/f9bd7992e08e00c43e21ceeb3f06568cfd961913?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0323,81.599,4.0,https://api.spotify.com/v1/tracks/1MMp1H2Kib2BCDtdL5nL63,1MMp1H2Kib2BCDtdL5nL63,0.664,1969,Wilson Pickett,"['adult standards', 'brill building pop', 'christmas', 'classic rock', 'classic soul', 'disco', 'folk rock', 'funk', 'memphis soul', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul', 'southern soul']",1969.0
5mcarhiatlvfCghqcn73rC,0.0224,0.679,1.0,160496.0,0.489,https://api.spotify.com/v1/tracks/3i9f1ZX8IbZVsZSoSuHO8D,3i9f1ZX8IbZVsZSoSuHO8D,0.0159,10.0,0.0848,-14.14,0.0,It's A Hard Life,Acid Blues,27.0,https://p.scdn.co/mp3-preview/c9af70df8e71b28034f5b3b3a3628b48fc9e4c96?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0327,102.357,4.0,https://api.spotify.com/v1/tracks/3i9f1ZX8IbZVsZSoSuHO8D,3i9f1ZX8IbZVsZSoSuHO8D,0.863,1966,The Seeds,"['classic garage rock', 'folk rock', 'freakbeat', 'garage rock', 'protopunk', 'psychedelic rock', 'punk blues']",1966.0
3cdvlbCYf4WoBdy89RWkNS,0.0026,0.439,1.0,150533.0,0.561,https://api.spotify.com/v1/tracks/1nE3arIIBRNwzzbBxhhSC4,1nE3arIIBRNwzzbBxhhSC4,1.18e-05,4.0,0.319,-9.507,0.0,Unconscious Power,Acid Blues,34.0,https://p.scdn.co/mp3-preview/aad2e970f6f6a13c7480fa6c652802efa1c6c384?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0345,162.903,4.0,https://api.spotify.com/v1/tracks/1nE3arIIBRNwzzbBxhhSC4,1nE3arIIBRNwzzbBxhhSC4,0.794,1968,Iron Butterfly,"['art rock', 'blues-rock', 'classic rock', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'symphonic rock']",1968.0
4Tw2N3wdvJPGEU7JqMxFfE,0.101,0.608,1.0,211160.0,0.768,https://api.spotify.com/v1/tracks/7b4yGtR0rujvLi5EBfKKJ2,7b4yGtR0rujvLi5EBfKKJ2,1.41e-06,1.0,0.0942,-9.911,1.0,Take Me Home Tonight,1980s Pop Express,66.0,https://p.scdn.co/mp3-preview/3d9c88b1db62fee1c9e999f15d839be95265a234?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0364,132.699,4.0,https://api.spotify.com/v1/tracks/7b4yGtR0rujvLi5EBfKKJ2,7b4yGtR0rujvLi5EBfKKJ2,0.748,1986-10-15,Eddie Money,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'pop rock', 'rock', 'soft rock', 'southern rock']",1986.0
6yrBBtqX2gKCHCrZOYBDrB,0.893,0.437,1.0,196467.0,0.104,https://api.spotify.com/v1/tracks/7IsXXgpowAB48crGjV1oGb,7IsXXgpowAB48crGjV1oGb,0.00124,3.0,0.11,-22.533,1.0,"Don't Think Twice, It's All Right",Classic Acoustic,56.0,https://p.scdn.co/mp3-preview/d4674979cd1a3ad9b0b7dfc949d07a38d4724cf5?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0307,101.718,4.0,https://api.spotify.com/v1/tracks/7IsXXgpowAB48crGjV1oGb,7IsXXgpowAB48crGjV1oGb,0.544,1963,"Peter, Paul and Mary","['american folk revival', 'brill building pop', 'bubblegum pop', 'folk', 'folk rock', 'mellow gold', 'soft rock', 'traditional folk']",1963.0
1UUYAQ9LiRsZF0ZukQNWXM,0.499,0.415,1.0,266573.0,0.871,https://api.spotify.com/v1/tracks/1LaFDxCO0oQiAFfeg2AJYk,1LaFDxCO0oQiAFfeg2AJYk,0.000127,2.0,0.176,-4.137,1.0,Feelin' Alright? - Remastered 2000,Crate Diggers Anonymous,35.0,https://p.scdn.co/mp3-preview/e1ba5ee9ef75526aa21e82f60cb0749ae934eb3e?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0404,93.489,4.0,https://api.spotify.com/v1/tracks/1LaFDxCO0oQiAFfeg2AJYk,1LaFDxCO0oQiAFfeg2AJYk,0.839,2000,The 5th Dimension,"['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'folk', 'folk rock', 'mellow gold', 'motown', 'soft rock', 'sunshine pop']",2000.0
0nJUwPwC9Ti4vvuJ0q3MfT,0.892,0.585,1.0,267133.0,0.233,https://api.spotify.com/v1/tracks/5UDoMj8EIEXrQ4N0UR0nos,5UDoMj8EIEXrQ4N0UR0nos,0.000611,10.0,0.114,-15.949,1.0,Clay Pigeons,Classic Acoustic,61.0,https://p.scdn.co/mp3-preview/1ffd7740a6b08f907c6a677be0c62e62b4934d9a?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.028,140.666,4.0,https://api.spotify.com/v1/tracks/5UDoMj8EIEXrQ4N0UR0nos,5UDoMj8EIEXrQ4N0UR0nos,0.481,2005-04-26,John Prine,"['alternative country', 'country rock', 'folk', 'folk rock', 'folk-pop', 'mellow gold', 'new americana', 'outlaw country', 'rock', 'roots rock', 'singer-songwriter', 'texas country', 'traditional country', 'traditional folk']",2005.0
5WimOFbBnCU5wI6t5PPpEk,0.102,0.655,1.0,159000.0,0.648,https://api.spotify.com/v1/tracks/0KFnCHVyyzOQvWoJbjXi1n,0KFnCHVyyzOQvWoJbjXi1n,0.0,4.0,0.0946,-8.708,1.0,Inkpot,Acid Blues,27.0,https://p.scdn.co/mp3-preview/962aef77b1cbc6e394ec87bd2cb85a803ed5f3be?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0345,125.603,4.0,https://api.spotify.com/v1/tracks/0KFnCHVyyzOQvWoJbjXi1n,0KFnCHVyyzOQvWoJbjXi1n,0.712,1972,Shocking Blue,"['classic rock', 'folk rock', 'nederpop', 'psychedelic rock']",1972.0
1R6Hx1tJ2VOUyodEpC12xM,0.621,0.661,1.0,170760.0,0.518,https://api.spotify.com/v1/tracks/51ueZKM83MTRv9rgiDfI6Y,51ueZKM83MTRv9rgiDfI6Y,1.78e-05,6.0,0.0953,-10.061,0.0,Walkin' Back to Georgia,70s & 80s Acoustic,60.0,https://p.scdn.co/mp3-preview/570473f126a3d0f8f89a0e4762399edb67a870c0?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0319,127.266,4.0,https://api.spotify.com/v1/tracks/51ueZKM83MTRv9rgiDfI6Y,51ueZKM83MTRv9rgiDfI6Y,0.776,1972-04-01,Jim Croce,"['adult standards', 'album rock', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']",1972.0
319yZVtYM9MBGqmSQnMyY6,0.763,0.784,1.0,200147.0,0.459,https://api.spotify.com/v1/tracks/0APt4t1Dab58sYmGQ4jgij,0APt4t1Dab58sYmGQ4jgij,1.28e-06,0.0,0.0684,-10.446,1.0,Where You Lead,70s & 80s Acoustic,63.0,https://p.scdn.co/mp3-preview/30c4f9bf8478d65eba6de5439aa2bdd3e960c6c4?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0304,106.957,4.0,https://api.spotify.com/v1/tracks/0APt4t1Dab58sYmGQ4jgij,0APt4t1Dab58sYmGQ4jgij,0.931,1971,Carole King,"['adult standards', 'brill building pop', 'folk', 'folk rock', 'folk-pop', 'lilith', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",1971.0
7bPU7cvfoD20ixGD9Qnqki,0.119,0.837,1.0,201334.0,0.496,https://api.spotify.com/v1/tracks/4eZw1gC3TAus5bZCKi3l5j,4eZw1gC3TAus5bZCKi3l5j,0.357,7.0,0.115,-11.821,1.0,Stuck In The Middle With You - Remastered,70s & 80s Acoustic,58.0,https://p.scdn.co/mp3-preview/4451c8431a959be362cfbf6cffdb76bf36290265?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0402,125.017,4.0,https://api.spotify.com/v1/tracks/4eZw1gC3TAus5bZCKi3l5j,4eZw1gC3TAus5bZCKi3l5j,0.964,2009-03-31,Stealers Wheel,"['classic rock', 'folk rock', 'mellow gold', 'soft rock']",2009.0
6mcrZQmgzFGRWf7C0SObou,0.0588,0.737,1.0,197147.0,0.495,https://api.spotify.com/v1/tracks/1hQFF33xi8ruavZNyovtUN,1hQFF33xi8ruavZNyovtUN,9.12e-06,1.0,0.0542,-13.489,1.0,"December, 1963 (Oh What A Night!)",Get Home Happy!,62.0,https://p.scdn.co/mp3-preview/ea6858bb2274607555a5ace23e37d076b9fb4f91?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.027,104.409,4.0,https://api.spotify.com/v1/tracks/1hQFF33xi8ruavZNyovtUN,1hQFF33xi8ruavZNyovtUN,0.967,1975,Frankie Valli & The Four Seasons,"['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'doo-wop', 'folk rock', 'motown', 'northern soul', 'rock-and-roll', 'rockabilly']",1975.0
319yZVtYM9MBGqmSQnMyY6,0.496,0.699,1.0,233187.0,0.446,https://api.spotify.com/v1/tracks/4etJ8NpS7YJ6vViV2UEJit,4etJ8NpS7YJ6vViV2UEJit,0.0054,9.0,0.177,-12.719,0.0,It's Too Late,All Out 70s,51.0,https://p.scdn.co/mp3-preview/08f10cb1699e3dbf5d00dce88502df44a5165645?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0284,104.243,4.0,https://api.spotify.com/v1/tracks/4etJ8NpS7YJ6vViV2UEJit,4etJ8NpS7YJ6vViV2UEJit,0.788,2010-04-27,Carole King,"['adult standards', 'brill building pop', 'folk', 'folk rock', 'folk-pop', 'lilith', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",2010.0
0vn7UBvSQECKJm2817Yf1P,0.146,0.682,1.0,164920.0,0.509,https://api.spotify.com/v1/tracks/0z1MCtPlHy0x1g0XojaduR,0z1MCtPlHy0x1g0XojaduR,5.02e-06,1.0,0.0886,-11.887,1.0,Your Smiling Face,All Out 70s,54.0,https://p.scdn.co/mp3-preview/c68fdd392f6f8f0486652d6b7a8d54d827f48ba5?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0784,88.934,4.0,https://api.spotify.com/v1/tracks/0z1MCtPlHy0x1g0XojaduR,0z1MCtPlHy0x1g0XojaduR,0.605,2013-10-29,James Taylor,"['adult standards', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']",2013.0
7EK1bQADBoqbYXnT4Cqv9w,0.92,0.325,1.0,178267.0,0.308,https://api.spotify.com/v1/tracks/5qxFudz7A6PGptviHsz4Yd,5qxFudz7A6PGptviHsz4Yd,0.00603,2.0,0.441,-11.503,1.0,Annie's Song,All Out 70s,66.0,https://p.scdn.co/mp3-preview/5cb5d302168e1bd9c55de87cc0fc67cb77fde0f3?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0297,147.117,3.0,https://api.spotify.com/v1/tracks/5qxFudz7A6PGptviHsz4Yd,5qxFudz7A6PGptviHsz4Yd,0.447,1974,John Denver,"['adult standards', 'christmas', 'folk', 'folk rock', 'mellow gold', 'soft rock']",1974.0
1sXbwvCQLGZnaH0Jp2HTVc,0.69,0.734,1.0,238000.0,0.202,https://api.spotify.com/v1/tracks/31Q84a7UanVaTSrnFsFypj,31Q84a7UanVaTSrnFsFypj,3.24e-05,11.0,0.0996,-10.394,1.0,Blue Bayou - Remastered LP Version,50 Great Female Voices,46.0,https://p.scdn.co/mp3-preview/bc6bbe3942866ad85ab663232cee4c7e4d5fc2cc?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0299,95.158,4.0,https://api.spotify.com/v1/tracks/31Q84a7UanVaTSrnFsFypj,31Q84a7UanVaTSrnFsFypj,0.506,2005-10-05,Linda Ronstadt,"['adult standards', 'country rock', 'folk', 'folk rock', 'heartland rock', 'lilith', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'traditional folk']",2005.0
77tT1kLj6mCWtFNqiOmP9H,0.0405,0.889,1.0,307307.0,0.441,https://api.spotify.com/v1/tracks/41dDygR3r7e926oGUXfrLt,41dDygR3r7e926oGUXfrLt,0.000788,0.0,0.038,-9.506,0.0,I Can't Go for That (No Can Do) - Remastered,North Sea Jazz Festival 2019,63.0,https://p.scdn.co/mp3-preview/4a558e1144aba588135ba366ea5a705a3f653b94?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0379,110.565,4.0,https://api.spotify.com/v1/tracks/41dDygR3r7e926oGUXfrLt,41dDygR3r7e926oGUXfrLt,0.963,1981,Daryl Hall & John Oates,"['album rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']",1981.0
7jefIIksOi1EazgRTfW2Pk,0.771,0.467,1.0,280360.0,0.367,https://api.spotify.com/v1/tracks/3SPcBPzvbmWLl8NU5efx4W,3SPcBPzvbmWLl8NU5efx4W,2.27e-05,9.0,0.0847,-8.164,1.0,Telephone Line,Digitando...,62.0,https://p.scdn.co/mp3-preview/faddcf48afa90384434c5e9b508f7ccecb4edf38?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0298,70.856,4.0,https://api.spotify.com/v1/tracks/3SPcBPzvbmWLl8NU5efx4W,3SPcBPzvbmWLl8NU5efx4W,0.205,1976,Electric Light Orchestra,"['album rock', 'art rock', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",1976.0
06nsZ3qSOYZ2hPVIMcr1IN,0.63,0.797,1.0,282147.0,0.538,https://api.spotify.com/v1/tracks/2pTK0kJECu2oA4rbIvU9Tw,2pTK0kJECu2oA4rbIvU9Tw,0.0701,0.0,0.0972,-10.29,1.0,Stay Around,Onderweg,50.0,https://p.scdn.co/mp3-preview/8a1ade2debe3470595dc3da5a1a828bb8b2e8c9d?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0329,144.086,4.0,https://api.spotify.com/v1/tracks/2pTK0kJECu2oA4rbIvU9Tw,2pTK0kJECu2oA4rbIvU9Tw,0.497,2019-03-01,J.J. Cale,"['blues', 'blues-rock', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'modern blues', 'rock', 'roots rock']",2019.0
0N5PyKJzS3M1XNlaCL7bbE,0.167,0.778,1.0,186973.0,0.492,https://api.spotify.com/v1/tracks/2AbmCE9mLpaVMyQeyvlgHN,2AbmCE9mLpaVMyQeyvlgHN,6.23e-06,0.0,0.137,-9.887,1.0,Mustang Sally - Remastered Single Version,Hyvä olo koska soul,34.0,https://p.scdn.co/mp3-preview/331ea1e53b1f0fa74e0367a259b6bfc6f6d574b1?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.039,109.972,4.0,https://api.spotify.com/v1/tracks/2AbmCE9mLpaVMyQeyvlgHN,2AbmCE9mLpaVMyQeyvlgHN,0.631,2007-04-02,Wilson Pickett,"['adult standards', 'brill building pop', 'christmas', 'classic rock', 'classic soul', 'disco', 'folk rock', 'funk', 'memphis soul', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul', 'southern soul']",2007.0
